,Unnamed: 0,Unnamed: 0.1,created_at,id,full_text,source,retweet_count,favorite_count,hashtags,user_screen_name,user_location,user_followers_count,user_verified,user_handle,sentiments
953,953,953,Feb-24,1.36E+18,govt decides to offer vaccination to all those above 60 years from 1st march 21. also those above 45 years with co-morbidities can get vaccinated. if you prefer to get the vaccine at govt hospital then it will be free for you.,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,4,"BREAKING,COVID19,COVIDVaccine",utkarshs88,"Delhi, India",1395,FALSE,,1
954,954,954,Feb-24,1.36E+18,apt for vaccine  intake. slip inspired twinset,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,0,MFW,dandydujour,"New Delhi, India",2846,FALSE,,0
955,955,955,Feb-24,1.36E+18,when are going to receive this vaccine mr dramebaaz ?,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,0,Mumbaikars,WhoRupesh,Mumbai,187,FALSE,,0
956,956,956,Feb-24,1.36E+18,only thing different now after 9 months is hope that vaccine will be in general public access in month or two. otherwise rest all the same,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,0,,pathaksudh,Miraj ,1827,FALSE,,0
957,957,957,Feb-24,1.36E+18,the elderly to get vaccines from march 1 for free at government facilities and for charge at many private hospitals.,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1,5,Covid19,BloombergQuint,"Mumbai, India",209106,TRUE,,1
958,958,958,Feb-24,1.36E+18,". - please commit to vaccine donations now, not later! to beat the pandemic we have to prioritise health workers and the most vulnerable globally. together we can defeat","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,1,"COVID19,EUCO,WorldRecoveryPlan",theadarshkar,India,18,FALSE,,1
959,959,959,Feb-24,1.36E+18,i think might have interrupted phil’s work zoom call with my cheer. so happy right now xxx pwld deserve the vaccine thank god that humanity has prevailed at last.,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,4,NHS,MrsNickyClark,Outside looking in,18608,TRUE,,1
960,960,960,Feb-24,1.36E+18,oh thank god. just announced on all learning disabled people to be included in vaccine programme immediately,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",84,773,,MrsNickyClark,Outside looking in,18608,TRUE,,1
961,961,961,Feb-24,1.36E+18,"starting 01 march, will administer vaccine ‘first come first served’ basis. re-upping my tweet 48 hrs ago.","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2,10,"India,COVID,TillWeWin",DrLahariya,"New Delhi, India",1784,FALSE,,0
962,962,962,Feb-24,1.36E+18,"west bengal cm writes to pm for initiating rapid vaccination process in west bengal. didi says, the west bengal government wants to provide vaccine free of cost to all the people of bengal.","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,0,,BaadshahRaj_,"Kolkata, India",805,FALSE,,1
963,963,963,Feb-24,1.36E+18,सर जी you are successfully administrated with 2nd dose of covid-19 vaccine at m.thana chc at 03:35 pm on 24-02-2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1,1,"आभाऱ,Dr_KrishanMurari_Meena,Congratulations,बधाई_बॉस,आयुर्वेद_सर्वोपरि,AYURVED_EK_VARDAAN,CoWIN",DRKRISHANMURARI,"Jhalawar, India",1117,FALSE,,1
964,964,964,Feb-24,1.36E+18,"""while the vaccine will be given for free at government centres, it will be available for charge, to be decided later, at many private hospitals,"" union minister prakash javadekar said at post-cabinet media briefing in new delhi.","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",3,9,,ttindia,"Kolkata, India",245308,TRUE,,0
965,965,965,Feb-24,1.36E+18,"praise to the staff at malinslee doctors for quick, efficient and smooth covid vaccine system. no queuing, straight in, and out (after the 15 min wait ovbs)","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1,25,,Cecelia2323,Salop,136,FALSE,,1
966,966,966,Feb-24,1.36E+18,massive vaccination drive to start from 1 march. private hospitals too. four days to go. “cost of vaccine to be finalised in few days.” ,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1,4,,atiyaz,India,23127,FALSE,,0
967,967,967,Feb-24,1.36E+18,final covid-19 vaccination,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,3,COVISHIELD,ImAlok2855,"Bhind, India",150,FALSE,,0
968,968,968,Feb-24,1.36E+18,expert panel seeks safety data for russia’s sputnik covid-19 vaccine before emergency use nod,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",0,0,,iamrashed,"Dhaka,bangladesh",313,FALSE,,0
969,969,969,Feb-24,1.36E+18,vaccine to be made available on the private market in for over 60's and over 45's with comorbidities - from march 1st. this will be very welcome news for so many people here.,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,0,India,NicolaCareem,"New Delhi, India",20363,TRUE,,1
970,970,970,Feb-24,1.36E+18,check out which areas are reporting maximum cases of covid-19 in the city,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1,1,"Pune,Punenews,PuneFightsCorona,punelockdown,COVID19,Coronavirus",TBChronicle,"Maharashtra, India",23058,FALSE,,0
971,971,971,Feb-24,1.36E+18,gravitas: pfizer's abusive vaccine deals via,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2,13,,amritabhinder,,143630,TRUE,,-1
972,972,972,Feb-24,1.36E+18,"sri lanka puts chinese covid-19 vaccines on hold, orders 13 million astrazeneca doses","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",86,354,,OpIndia_com,New Delhi,521366,TRUE,,0
973,973,973,Feb-24,1.36E+18,when will the pfizer vaccine approval come? why is it that vaccination tourism has started for all the rich in this country being ferried to take the vaccine in dubai!,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,0,,sangramdasiam,Delhi,202,FALSE,,1
974,974,974,Feb-24,1.36E+18,"covid vaccine for those over 60, 45+ with comorbidities from 1st march: prakash javdekar – the economic times video","<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",0,0,,DisneyNews20,surat,15,FALSE,,1
975,975,975,Feb-24,1.36E+18,10 crore+ people will be eligible to take the vaccine from march 1st. pvt hospitals to give the vaccinations too. best news,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",104,1651,,GabbbarSingh,"Gurgaon, India",1361171,FALSE,,1
976,976,976,Feb-24,1.36E+18,"from 1st march, people above the age of 60 (with/without co-morbidities) and people above 45 with co-morbidities are eligible for the vaccine at 10,000 govt and 20,000 private centres! mood right now:","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",23,111,,DoctorLFC,India,9814,FALSE,,1
977,977,977,Feb-24,1.36E+18,so corona vaccine is not free for all nobody knows who made arogya setu app nobody knows what happened to pm cares fund nobody knows who is being benefitted by farm laws all of sudden stadium is named after biggest player in the history of india,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2,4,,iamrohhiiitttt,India,4104,FALSE,,-1
978,978,978,Feb-24,1.36E+18,fda to allow pfizer-biontech vaccine to be stored at higher temps: nyt | article [amp] | reuters,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,0,,rajkamal444,"Pune, India",6,FALSE,,0
979,979,979,Feb-24,1.36E+18,the 35-member ldc group (least-developed countries) has come out to support the india-south africa proposal for waiver on ipr or intellectual property rights for covid vaccine patents (report by,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",4,41,,WIONews,India,310981,TRUE,,1
980,980,980,Feb-24,1.36E+18,it's safe to get vaccinated. do say yes to vaccine when your turn comes. and till and after vaccine also let us be safe,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",11,73,Rotary,Shekhar_Rotary,"Kolkata, India ",1333,FALSE,,1
981,981,981,Feb-24,1.36E+18,"after covid warriors, olympic-bound athletes to get vaccine jab: kiren rijiju via","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,0,,lekh27,new delhi,819,FALSE,,0
982,982,982,Feb-24,1.36E+18,"u.s. is ready to roll out j&j vaccine 'without delay,' pending fda clearance, biden health officials say","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",0,0,,SangamKatiyar,Delhi,6,FALSE,,0
983,983,983,Feb-24,1.36E+18,free covid vaccine for those above 60 and over 45 with comorbidities | govt announces,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",0,1,,etvandhraprades,"Hyderabad, India",31698,FALSE,,1
984,984,984,Feb-24,1.36E+18,"$azn oxford made big promises to sign deals with governments ahead of others, but when it came down to it, they simply could not deliver on those promises. the drama earns this vaccine the title of hydroxfordchloroquine.","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1,3,,NickytaLeb,Unknown,1152,FALSE,,-1
985,985,985,Feb-24,1.36E+18,covid 19 vaccine 2nd dose dane today,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,2,,bhansin37226796,"Jodhpur, India",10,FALSE,,1
986,986,986,Feb-24,1.36E+18,"from march 1, people above 60 years of age and those above 45 years of age with comorbidities will be vaccinated at 10,000 govt & over 20,000 private vaccination centres. the vaccine will be given free of cost at govt centres.","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1,2,,ketan72,India,8250,FALSE,,0
987,987,987,Feb-24,1.36E+18,"the ""historical vaccine programme ""only .8 %of our india has been vaccinated","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",9,39,,juhiesingh,Lucknow,138112,TRUE,,0
988,988,988,Feb-24,1.36E+18,is india currently witnessing second wave of the covid-19 pandemic? via,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,0,,abhilashgai,"New Delhi, India",33,FALSE,,0
989,989,989,Feb-24,1.36E+18,the second dose of the vaccines ensures stronger immunity against the virus. hence every individual should take the vaccine doses as advised.,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,1,"COVID19,WinWithVaccine",nathealthindia,India,1093,FALSE,,1
990,990,990,Feb-24,1.36E+18,dc jalandhar appeals to healthcare workers to get covid-19 vaccine jab by feb 25 via,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,0,,Babushahikhabar,India,2182,FALSE,,0
991,991,991,Feb-24,1.36E+18,"i received my first dose of the covid-19 vaccine!!!! ah, talk to me nice.","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,15,,__DarianB,bham,2582,FALSE,,1
992,992,992,Feb-24,1.36E+18,namibian prez lauds china’s covid vaccine assistance,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",0,0,,timesofrepublic,Mumbai,128,FALSE,,1
993,993,993,Feb-24,1.36E+18,corona vaccine awareness || srikakulam || frontline warriors get vaccine in andhra pradesh,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",0,1,,DDNewsAndhra,"Vijayawada, India",5272,FALSE,,0
994,994,994,Feb-24,1.36E+18,"johnson & johnson’s single-dose covid-19 vaccine safe to use, about 66% effective, fda says","<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",0,0,,AjayStfc,india,253,FALSE,,1
995,995,995,Feb-24,1.36E+18,getting inked next weekend!  ..talking about the vaccine x,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,10,,vlqurl,ldn,611,FALSE,,1
996,996,996,Feb-24,1.36E+18,"don't fall prey to rumours, take your covid vaccine. comissioner of police mysore city, got first dose of covid vaccination today.","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2,18,IAmvaccinated,DHFWKA,"Karnataka, India",93732,TRUE,,1
997,997,997,Feb-24,1.36E+18,"gland pharma is on the lookout for covid-19 vaccine bottling opportunities, source tells in an","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",3,5,"Exclusive,COVID19,Pharma",InformistMedia,Mumbai,3881,FALSE,,1
998,998,998,Feb-24,1.36E+18,covid-19 news: uk reviews vaccine passports for travel and pubs,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",0,0,,You_Deeptech,"Surat, India",54,FALSE,,0
999,999,999,Feb-24,1.36E+18,liberals who questioned modi vaccine now want vaccination to be speeded up in kerala,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",4,18,,shenoy70,hyderabad,17283,FALSE,,0
1000,1000,1000,Feb-24,1.36E+18,today got second dose of covid-19 vaccine. ,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,0,कोरोना,jitendranagar91,Kota,80,FALSE,,0
1001,1001,1001,Feb-24,1.36E+18,"the covid vaccine was purchased with combination of public and international donations.the military has confiscated all the vaccines for our health workers and the elderly and are vaccinating their soldiers,family.these are the witnesses they are taking. what cruel army!","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2,2,,ThinnHtetHtetAg,Myanmar,62,FALSE,,0
1002,1002,1002,Feb-24,1.36E+18,"from march 1, people above 60 years of age and those above 45 years of age with comorbidities will be vaccinated at 10,000 government and over 20,000 private vaccination centres. the vaccine will be given free of cost at government centres","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,0,"COVID19,COVID19Vaccine",iamrigvedansh,"नई दिल्ली, भारत",159,FALSE,,0
1003,1003,1003,Feb-24,1.36E+18,"will covid-19 vaccine protect against new variants? watch dr gopi chand khilnani, former-head of department of pulmonary medicine in aiims, new delhi explain! for more authentic covid-19 updates, visit","<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",32,81,"LargestVaccineDrive,IndiaFightsCorona",mygovindia,New Delhi,2387288,TRUE,,0
1004,1004,1004,Feb-24,1.36E+18,union health and family welfare ministry has advised the states and union territory's administrations to expedite the covid-19 vaccination of healthcare workers and frontline workers in the districts wherein the coronavirus infection is continously rising.,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",5,15,LargestVaccineDrive,airnewsalerts,"New Delhi, India",2628345,TRUE,,0
1005,1005,1005,Feb-24,1.36E+18,this is great news. hopefully the jump in supply can spill over to other counties that dropped the ball on securing vaccine ( ).,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,0,,SiamAndBeyond,"Chiang Mai, Thailand",333,FALSE,,1
1006,1006,1006,Feb-24,1.36E+18,"did mahipal’s comorbid conditions or his existing infection put him at greater risk of suffering an adverse reaction to the vaccine? if so, why were health authorities so quick to rule out link between the vaccine and mahipal’s death? in:","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",2,6,,thecaravanindia,New Delhi,320836,TRUE,,-1
1007,1007,1007,Feb-24,1.36E+18,"new delhi: india's total covid-19 active caseload currently stands at 1.46 lakh (1,46,907) on wednesday and accounts for 1.33 per cent of the country's total coronavirus cases, according to the ministry of health and family welfare (mohfw).","<a href=""https://www.blog2social.com"" rel=""nofollow"">Blog2Social APP</a>",0,0,,DailyTaskeen,"Jammu, Jammu And Kashmir",122,FALSE,,0
1008,1008,1008,Feb-24,1.36E+18,thailand covid-19 vaccination drive: hotel staff of 5 tourist spots among priority group to receive coronavirus vaccine,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",0,0,"Thailand,Coronavirus,COVID19,Pandemic,Vaccine,Vaccination,TouristSpot",latestly,"Mumbai, India",68492,TRUE,,0
1009,1009,1009,Feb-24,1.36E+18,us fda says johnson & johnson covid-19 vaccine meets requirements for emergency use authorization,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1,4,,aparanjape,"Pune, India",61693,TRUE,,1
1010,1010,1010,Feb-24,1.36E+18,"requesting all concerned to look at the comfort of these free vaccine beneficiaries at the govt vaccine centres by avoiding long queues,long waiting .also kindly see that they are not exploited at pvt hospital paid vaccine centres.","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,0,,drnandascb,"Bhubaneshwar,  odisha,India",75,FALSE,,1
1011,1011,1011,Feb-24,1.36E+18,"both introduced in india are as safe & effective as any other however, it is important that even after vaccine beneficiaries continue to follow appropriate behaviour.","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,3,"COVID19Vaccines,COVID19Vaccines,COVID19Vaccination,COVID19,COVID_19,COVID__19,COVID,COVIDー19",CovidIndiaSeva,India,41788,TRUE,,1
1012,1012,1012,Feb-24,1.36E+18,"inside russia's new covid-19 vaccine factory in cnn exclusive interview, matthew chance takes us inside russia's new coronavirus vaccine factory, where manufacturers are producing coronavirus vaccine sputnik v. february 24, 2021 at 01:36am","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",0,0,,Shahid11828,Lahore,48,FALSE,,0
1013,1013,1013,Feb-24,1.36E+18,"*update on covid-19 vaccination- day 40* *more than 1.23 cr covid19 vaccine doses administered* *2.01 vaccine doses given till 6 pm today; 83,354 hcws received second dose of vaccine today*","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,3,,Nitendradd,New Delhi,1840,FALSE,,0
1014,1014,1014,Feb-24,1.36E+18,covid-19 spike: maharashtra cm uddhav thackarey chairs review meeting with bmc commissioner,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",0,0,,iamrashed,"Dhaka,bangladesh",313,FALSE,,0
1015,1015,1015,Feb-24,1.36E+18,"west bengal cm mamata banerjee writes to pm over covid 19 vaccine. says to enable rapid vaccination in view of the polls, the centre should let the state govt purchase vaccines from designated authority on top priority.","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",5,13,,vasudha_ET,New Delhi,88252,TRUE,,0
1016,1016,1016,Feb-24,1.36E+18,"update - • 8,807 new cases in the state today• 2,772 patients discharged today; 20,08,623 covid-19 patients discharged after full recovery until today; recovery rate in the state is 94.70% • 80 deaths reported in the state today.","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,0,"Maharashtra,Covid,COVID19,coronavirus",mumbaireporter,Mumbai,525,FALSE,,0
1017,1017,1017,Feb-24,1.36E+18,fda analysis finds covid vaccine is safe and effective,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,0,"BREAKING,johnsonandjohnson",AshishCawnpore,Kanpur,892,FALSE,,1
1018,1018,1018,Feb-24,1.36E+18,"take covid-19 vaccine or lose february salary, guntur municipal corporation tells employees","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",0,0,"COVID19Vaccine,CoronavirusVaccine,Guntur,GunturMunicipalCorporation",latestly,"Mumbai, India",68492,TRUE,,0
1019,1019,1019,Feb-24,1.36E+18,countrywise vaccine acceptance graph of the world,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1,1,"COVIDVaccine,Vaccination",MediclaimTimes,"Noida, India",12,FALSE,,0
1020,1020,1020,Feb-24,1.36E+18,"from march 1, people above 60 years of age and those above 45 years of age with comorbidities will be vaccinated at 10,000 govt & over 20,000 private vaccination centres. the vaccine will be given free of cost at govt centres-cabinet","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",7,6,,gulshanNBT,New Delhi,1614,FALSE,,1
1021,1021,1021,Feb-24,1.36E+18,big announcement! people above 60 years to get covid-19 vaccine from march 1,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",0,0,,You_Deeptech,"Surat, India",54,FALSE,,0
1022,1022,1022,Feb-24,1.36E+18,"big vaccine update india - from march 1, people above 60 years of age and those above 45 years of age with comorbidities will be vaccinated at 10,000 government and over 20,000 private vaccination centres - cabinet","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",3,1,"vaccine,covishield,COVAXIN",jashanjoshi,"Pune, India",3704,FALSE,,0
1023,1023,1023,Feb-24,1.36E+18,"in 24 hours inoculated 1,803 persons, taking the total to 8.16 lakh. the state also administered second shot of the vaccine to 1,744 persons, taking the total to 72,713","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1,1,"COVID19,Gujarat,GujaratCoronaUpdate,COVID19Vaccination,COVIDVaccination",parthshastriTOI,Ahmedabad,875,FALSE,,0
1024,1024,1024,Feb-24,1.36E+18,guinea starts ebola vaccine campaign as cases emerge,"<a href=""https://hocalwire.com"" rel=""nofollow"">Hocalwire Social Share</a>",0,0,"Guinea,Ebolavaccine,healthcare",thehawk,India,2205,FALSE,,0
1025,1025,1025,Feb-24,1.36E+18,"unless vaccine is sold pvt hospitals cannot vaccinate? they cannot administer vaccines if it is free of cost? and just in case you didn't know, less than 20% kids up to 2 yrs get vaccination in private sector in any state(data from nfhs 4 (2015-16) & nfhs 5(2019-20)","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",9,11,,RemaNagarajan,Delhi,9011,FALSE,,0
1026,1026,1026,Feb-24,1.36E+18,"""israel gives vaccine to far-off allies, as palestinians wait"" by by patrick kingsley via nyt new york times","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",0,0,,RahulSKofficial,"Mumbai, India",65,FALSE,,0
1027,1027,1027,Feb-24,1.36E+18,"on covid-19 vaccination- day 40* *more than 1.23 cr covid19 vaccine doses administered* *2.01 vaccine doses given till 6 pm today; 83,354 hcws received second dose of vaccine today*","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,2,"Update,COVID19,COVID19Vaccine,vaccine,vaccination",tarun10sharma,Delhi,2802,FALSE,,0
1028,1028,1028,Feb-24,1.36E+18,astrazeneca to miss q2 eu vaccine supply target by 50%,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",4,9,,BT_India,India,1096599,TRUE,,-1
1029,1029,1029,Feb-24,1.36E+18,"new tumblr post: ""fda backs effectiveness of johnson & johnson single-shot vaccine with 66.1%"" revyuh","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",0,0,,AndreaDan,"New Delhi, India",108,FALSE,,1
1030,1030,1030,Feb-24,1.36E+18,these 13 states require negative covid-19 test report for entry,"<a href=""https://www.blog2social.com"" rel=""nofollow"">Blog2Social APP</a>",1,4,"Coronavirus,COVID19,Covid19NegativeReport,India,InterStateTravel,States,Travel",travelobiz,India,1480,FALSE,,-1
1031,1031,1031,Feb-24,1.36E+18,sputnik covid-19 vaccine update: sec asks dr reddy’s laboratories to submit immunogenicity data before nod for emergency use of sputnik,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",0,1,"SputnikV,Vaccine,Vaccination,Coronavirus,COVID19,EmergencyUse",latestly,"Mumbai, India",68492,TRUE,,0
1032,1032,1032,Feb-24,1.36E+18,"johnson and johnson covid vaccine: johnson & johnson’s one-shot covid-19 vaccine effective, safe; fda staff | world news – times of india","<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",0,0,,akash2090,"Moradabad, India",57,FALSE,,1
1033,1033,1033,Feb-24,1.36E+18,"75% vaccination coverage in karnataka.4,44,292 healthcare workers and 1,48,428 frontline workers have taken vaccine.","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",6,16,,rama_bhaktha,India,1186,FALSE,,0
1034,1034,1034,Feb-24,1.36E+18,"most union ministers want to pay for covid-19 vaccine, says ravi shankar prasad","<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",0,0,,iamrashed,"Dhaka,bangladesh",313,FALSE,,0
1035,1035,1035,Feb-24,1.36E+18,steal our country on top of that our right to . vaccine procure by and plan shot elderly over 65 yr on feb-5 .say no to their own ppl hesitate to get.,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,0,"militarycoupinMyanmar,AstraZeneca,AungSanSuuKyi,AstraZeneca,Sputnik,HRC46,StandUpForHumanRights,HumanRights",kmyothwe,Myanmar,58,FALSE,,0
1036,1036,1036,Feb-24,1.36E+18,"breaking - vaccine for all above 60 from march onwards , 45 + with co morbidity will be able to get vaccines . free at govt centres , paid at other places","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",70,526,,IamNaveenKapoor,"New Delhi, India",42807,TRUE,,1
1037,1037,1037,Feb-24,1.36E+18,"""u.s. federal regulators are expected to allow the pfizer-biontech vaccine to be stored at standard freezer temperatures."" by by sharon lafraniere via nyt","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",1,0,,monubadshah2,"New Delhi, India",223,FALSE,,0
1038,1038,1038,Feb-24,1.36E+18,india's mission vaccine. the second phase of vaccination in india begins on march 1. people above the age of 60 & people above 45 with comorbidities will be vaccinated. join the broadcast with,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,1,,OfficialJioTV,India,35212,TRUE,,1
1039,1039,1039,Feb-24,1.36E+18,india warns states of worsening covid-19 situation if rules ignored,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,0,"SouthAsiaNewsline,India,COVID19,Coronavirus,SocialDistancing,Mask,Testing,Maharashtra,Kerala",SAsiaNewsline,New Delhi,938,FALSE,,-1
1040,1040,1040,Feb-24,1.36E+18,fda staff endorses j&j’s single-shot covid vaccine for emergency use — clearing way for third vaccine in u.s.,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,0,,ramana1729,"New York, India",6240,FALSE,,1
1041,1041,1041,Feb-24,1.36E+18,"""israel is donating vaccines to allies, while palestinians wait."" by by patrick kingsley via nyt new york times","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",0,0,,RahulSKofficial,"Mumbai, India",65,FALSE,,0
1042,1042,1042,Feb-24,1.36E+18,"covid-19 live updates: johnson & johnson vaccine protects against severe illness and may reduce transmission, f.d.a. analyses find","<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",0,0,,JanatakhabarP,odisha,433,FALSE,,1
1043,1043,1043,Feb-24,1.36E+18,first batch of sputnik vaccine delivered to mexico,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",0,0,,timesofrepublic,Mumbai,128,FALSE,,0
1044,1044,1044,Feb-24,1.36E+18,"""england's coronavirus vaccine campaign is significantly reducing cases of covid-19, with drop of around 70% in infections among healthcare workers who have had first dose of the pfizer-biontech shot...""","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1,5,,aparanjape,"Pune, India",61693,TRUE,,1
1045,1045,1045,Feb-24,1.36E+18,‘just overhead expenses’: aiims chief on what covid-19 vaccine will cost at private hospitals,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",0,0,,iamrashed,"Dhaka,bangladesh",313,FALSE,,0
1046,1046,1046,Feb-24,1.36E+18,cabinet minister ravi shankar prasad says - most of us in the cabinet wish to pay for our vaccine,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,2,COVID19,utkarshs88,"Delhi, India",1395,FALSE,,0
